Gas_age	d13CO2	d13CO2_stdev
111.300	-6.70	0.05
111.400	-6.71	0.05
111.500	-6.71	0.05
111.600	-6.71	0.05
111.700	-6.71	0.05
111.800	-6.71	0.05
111.900	-6.71	0.05
112.000	-6.72	0.05
112.100	-6.72	0.05
112.200	-6.72	0.05
112.300	-6.72	0.05
112.400	-6.72	0.05
112.500	-6.72	0.05
112.600	-6.72	0.05
112.700	-6.72	0.05
112.800	-6.72	0.05
112.900	-6.72	0.05
113.000	-6.72	0.05
113.100	-6.72	0.05
113.200	-6.72	0.05
113.300	-6.72	0.05
113.400	-6.72	0.05
113.500	-6.72	0.05
113.600	-6.72	0.05
113.700	-6.72	0.05
113.800	-6.72	0.05
113.900	-6.72	0.05
114.000	-6.72	0.05
114.100	-6.72	0.05
114.200	-6.71	0.05
114.300	-6.71	0.05
114.400	-6.71	0.05
114.500	-6.71	0.05
114.600	-6.70	0.05
114.700	-6.70	0.05
114.800	-6.70	0.05
114.900	-6.70	0.05
115.000	-6.69	0.05
115.100	-6.69	0.05
115.200	-6.69	0.05
115.300	-6.68	0.05
115.400	-6.68	0.04
115.500	-6.68	0.04
115.600	-6.67	0.04
115.700	-6.67	0.04
115.800	-6.67	0.04
115.900	-6.66	0.04
116.000	-6.66	0.04
116.100	-6.66	0.04
116.200	-6.65	0.04
116.300	-6.65	0.04
116.400	-6.64	0.04
116.500	-6.64	0.04
116.600	-6.64	0.04
116.700	-6.63	0.04
116.800	-6.63	0.04
116.900	-6.63	0.04
117.000	-6.62	0.04
117.100	-6.62	0.04
117.200	-6.62	0.04
117.300	-6.61	0.04
117.400	-6.61	0.05
117.500	-6.61	0.05
117.600	-6.60	0.05
117.700	-6.60	0.05
117.800	-6.60	0.05
117.900	-6.59	0.05
118.000	-6.59	0.05
118.100	-6.59	0.05
118.200	-6.58	0.05
118.300	-6.58	0.05
118.400	-6.58	0.05
118.500	-6.58	0.05
118.600	-6.57	0.05
118.700	-6.57	0.05
118.800	-6.57	0.05
118.900	-6.57	0.05
119.000	-6.57	0.05
119.100	-6.57	0.05
119.200	-6.56	0.05
119.300	-6.56	0.05
119.400	-6.56	0.05
119.500	-6.56	0.05
119.600	-6.56	0.05
119.700	-6.56	0.05
119.800	-6.56	0.05
119.900	-6.56	0.05
120.000	-6.56	0.05
120.100	-6.56	0.05
120.200	-6.56	0.05
120.300	-6.56	0.05
120.400	-6.56	0.05
120.500	-6.56	0.05
120.600	-6.56	0.05
120.700	-6.56	0.05
120.800	-6.56	0.05
120.900	-6.57	0.05
121.000	-6.57	0.05
121.100	-6.57	0.05
121.200	-6.57	0.05
121.300	-6.58	0.05
121.400	-6.58	0.05
121.500	-6.58	0.05
121.600	-6.58	0.05
121.700	-6.59	0.05
121.800	-6.59	0.05
121.900	-6.60	0.05
122.000	-6.60	0.05
122.100	-6.61	0.05
122.200	-6.61	0.05
122.300	-6.62	0.05
122.400	-6.62	0.05
122.500	-6.63	0.05
122.600	-6.63	0.05
122.700	-6.64	0.05
122.800	-6.64	0.05
122.900	-6.65	0.05
123.000	-6.65	0.05
123.100	-6.66	0.05
123.200	-6.67	0.05
123.300	-6.67	0.05
123.400	-6.68	0.05
123.500	-6.68	0.05
123.600	-6.69	0.05
123.700	-6.70	0.05
123.800	-6.70	0.05
123.900	-6.71	0.06
124.000	-6.71	0.06
124.100	-6.72	0.06
124.200	-6.72	0.06
124.300	-6.73	0.06
124.400	-6.73	0.06
124.500	-6.74	0.06
124.600	-6.74	0.06
124.700	-6.75	0.06
124.800	-6.75	0.06
124.900	-6.75	0.06
125.000	-6.76	0.06
125.100	-6.76	0.06
125.200	-6.76	0.06
125.300	-6.76	0.06
125.400	-6.77	0.05
125.500	-6.77	0.05
125.600	-6.77	0.05
125.700	-6.77	0.05
125.800	-6.77	0.05
125.900	-6.77	0.05
126.000	-6.77	0.05
126.100	-6.77	0.05
126.200	-6.77	0.05
126.300	-6.77	0.04
126.400	-6.77	0.04
126.500	-6.77	0.04
126.600	-6.77	0.04
126.700	-6.76	0.04
126.800	-6.76	0.03
126.900	-6.76	0.03
127.000	-6.75	0.03
127.100	-6.75	0.04
127.200	-6.75	0.04
127.300	-6.74	0.04
127.400	-6.74	0.05
127.500	-6.73	0.05
127.600	-6.73	0.05
127.700	-6.73	0.05
127.800	-6.73	0.05
127.900	-6.73	0.05
128.000	-6.73	0.05
128.100	-6.74	0.05
128.200	-6.74	0.05
128.300	-6.74	0.05
128.400	-6.75	0.05
128.500	-6.75	0.05
128.600	-6.76	0.05
128.700	-6.76	0.04
128.800	-6.77	0.04
128.900	-6.78	0.04
129.000	-6.78	0.04
129.100	-6.79	0.04
129.200	-6.80	0.04
129.300	-6.81	0.04
129.400	-6.81	0.03
129.500	-6.82	0.03
129.600	-6.83	0.04
129.700	-6.84	0.04
129.800	-6.85	0.04
129.900	-6.85	0.04
130.000	-6.86	0.04
130.100	-6.87	0.05
130.200	-6.87	0.05
130.300	-6.88	0.05
130.400	-6.89	0.05
130.500	-6.89	0.06
130.600	-6.90	0.06
130.700	-6.90	0.06
130.800	-6.91	0.06
130.900	-6.91	0.07
131.000	-6.92	0.07
131.100	-6.92	0.07
131.200	-6.92	0.07
131.300	-6.92	0.07
131.400	-6.92	0.07
131.500	-6.92	0.07
131.600	-6.92	0.07
131.700	-6.92	0.06
131.800	-6.92	0.06
131.900	-6.92	0.06
132.000	-6.92	0.06
132.100	-6.92	0.06
132.200	-6.92	0.05
132.300	-6.92	0.05
132.400	-6.92	0.05
132.500	-6.92	0.05
132.600	-6.91	0.05
132.700	-6.91	0.04
132.800	-6.91	0.04
132.900	-6.91	0.04
133.000	-6.90	0.04
133.100	-6.90	0.04
133.200	-6.90	0.04
133.300	-6.90	0.04
133.400	-6.90	0.04
133.500	-6.89	0.04
133.600	-6.89	0.04
133.700	-6.89	0.04
133.800	-6.89	0.04
133.900	-6.89	0.04
134.000	-6.88	0.04
134.100	-6.88	0.04
134.200	-6.88	0.04
134.300	-6.88	0.04
134.400	-6.88	0.04
134.500	-6.88	0.04
134.600	-6.87	0.04
134.700	-6.87	0.04
134.800	-6.87	0.04
134.900	-6.87	0.05
135.000	-6.87	0.05
135.100	-6.87	0.05
135.200	-6.86	0.05
135.300	-6.86	0.05
135.400	-6.86	0.05
135.500	-6.86	0.05
135.600	-6.86	0.05
135.700	-6.86	0.05
135.800	-6.85	0.05
135.900	-6.85	0.05
136.000	-6.85	0.05
136.100	-6.85	0.05
136.200	-6.85	0.05
136.300	-6.85	0.05
136.400	-6.85	0.05
136.500	-6.85	0.05
136.600	-6.84	0.05
136.700	-6.84	0.05
136.800	-6.84	0.05
136.900	-6.84	0.05
137.000	-6.84	0.05
137.100	-6.84	0.05
137.200	-6.84	0.05
137.300	-6.84	0.05
137.400	-6.83	0.05
137.500	-6.83	0.05
137.600	-6.83	0.05
137.700	-6.83	0.05
137.800	-6.83	0.05
137.900	-6.83	0.05
138.000	-6.83	0.05
138.100	-6.83	0.05
138.200	-6.83	0.05
138.300	-6.82	0.05
138.400	-6.82	0.05
138.500	-6.82	0.05
138.600	-6.82	0.05
138.700	-6.82	0.05
138.800	-6.82	0.05
138.900	-6.82	0.05
139.000	-6.82	0.05
139.100	-6.82	0.05
139.200	-6.82	0.05
139.300	-6.82	0.05
139.400	-6.81	0.05
139.500	-6.81	0.05
139.600	-6.81	0.05
139.700	-6.81	0.05
139.800	-6.81	0.05
139.900	-6.81	0.05
140.000	-6.81	0.05
140.100	-6.81	0.05
140.200	-6.81	0.05
140.300	-6.81	0.05
140.400	-6.81	0.05
140.500	-6.81	0.05
140.600	-6.81	0.05
140.700	-6.81	0.05
140.800	-6.80	0.05
140.900	-6.80	0.05
141.000	-6.80	0.04
141.100	-6.80	0.04
141.200	-6.80	0.04
141.300	-6.80	0.04
141.400	-6.80	0.04
141.500	-6.80	0.04
141.600	-6.80	0.04
141.700	-6.80	0.04
141.800	-6.80	0.04
141.900	-6.80	0.04
142.000	-6.80	0.04
142.100	-6.80	0.04
142.200	-6.80	0.04
142.300	-6.80	0.04
142.400	-6.80	0.04
142.500	-6.80	0.04
142.600	-6.79	0.04
142.700	-6.79	0.04
142.800	-6.79	0.04
142.900	-6.79	0.04
143.000	-6.79	0.04
143.100	-6.79	0.04
143.200	-6.79	0.04
143.300	-6.79	0.04
143.400	-6.79	0.04
143.500	-6.79	0.04
143.600	-6.79	0.04
143.700	-6.79	0.04
143.800	-6.79	0.04
143.900	-6.79	0.04
144.000	-6.79	0.04
144.100	-6.79	0.04
144.200	-6.79	0.04
144.300	-6.79	0.04
144.400	-6.79	0.04
144.500	-6.79	0.04
144.600	-6.79	0.04
144.700	-6.79	0.04
144.800	-6.79	0.04
144.900	-6.79	0.04
145.000	-6.79	0.04
145.100	-6.79	0.04
145.200	-6.79	0.04
145.300	-6.79	0.04
145.400	-6.79	0.04
145.500	-6.79	0.04
145.600	-6.79	0.04
145.700	-6.79	0.04
145.800	-6.79	0.04
145.900	-6.79	0.04
146.000	-6.79	0.04
146.100	-6.79	0.04
146.200	-6.79	0.04
146.300	-6.79	0.04
146.400	-6.79	0.04
146.500	-6.79	0.04
146.600	-6.79	0.04
146.700	-6.79	0.04
146.800	-6.79	0.04
146.900	-6.79	0.04
147.000	-6.79	0.04
147.100	-6.79	0.04
147.200	-6.79	0.04
147.300	-6.79	0.04
147.400	-6.79	0.04
147.500	-6.79	0.04
147.600	-6.79	0.04
147.700	-6.79	0.04
147.800	-6.79	0.04
147.900	-6.79	0.04
148.000	-6.79	0.04
148.100	-6.79	0.04
148.200	-6.79	0.04
148.300	-6.79	0.04
148.400	-6.79	0.04
148.500	-6.79	0.04
148.600	-6.79	0.04
148.700	-6.79	0.04
148.800	-6.79	0.04
148.900	-6.79	0.04
149.000	-6.79	0.04
149.100	-6.79	0.04
149.200	-6.79	0.04
149.300	-6.79	0.04
149.400	-6.79	0.04
149.500	-6.79	0.04
149.600	-6.79	0.04
149.700	-6.79	0.04
149.800	-6.79	0.04
149.900	-6.79	0.04
150.000	-6.79	0.04
150.100	-6.79	0.04
150.200	-6.80	0.04
150.300	-6.80	0.04
150.400	-6.80	0.04
150.500	-6.80	0.04
150.600	-6.80	0.04
150.700	-6.80	0.04
150.800	-6.80	0.04
150.900	-6.80	0.04
151.000	-6.80	0.04
151.100	-6.80	0.04
151.200	-6.80	0.04
151.300	-6.80	0.04
151.400	-6.80	0.04
151.500	-6.80	0.04
151.600	-6.80	0.04
151.700	-6.80	0.04
151.800	-6.80	0.04
151.900	-6.80	0.04
152.000	-6.80	0.04
152.100	-6.80	0.04
152.200	-6.80	0.04
152.300	-6.80	0.04
152.400	-6.80	0.04
152.500	-6.80	0.04
152.600	-6.80	0.04
152.700	-6.80	0.04
152.800	-6.80	0.04
152.900	-6.80	0.04
153.000	-6.80	0.04
153.100	-6.81	0.04
153.200	-6.81	0.04
153.300	-6.81	0.04
153.400	-6.81	0.04
153.500	-6.81	0.04
153.600	-6.81	0.04
153.700	-6.81	0.05
153.800	-6.81	0.05
153.900	-6.81	0.05
154.000	-6.81	0.05
154.100	-6.81	0.05
154.200	-6.81	0.05
154.300	-6.81	0.05
154.400	-6.81	0.05
154.500	-6.81	0.05
154.600	-6.81	0.06
154.700	-6.81	0.06
154.800	-6.81	0.06
154.900	-6.81	0.06
155.000	-6.81	0.06
