Gas_age	d13CO2	d13CO2_stdev
104.728	-6.609	0.090
104.729	-6.609	0.090
104.730	-6.609	0.090
104.731	-6.609	0.090
104.732	-6.609	0.090
104.733	-6.609	0.090
104.734	-6.609	0.089
104.735	-6.609	0.089
104.736	-6.610	0.089
104.737	-6.610	0.089
104.738	-6.610	0.089
104.739	-6.610	0.089
104.740	-6.610	0.089
104.741	-6.610	0.088
104.742	-6.610	0.088
104.743	-6.610	0.088
104.744	-6.611	0.088
104.745	-6.611	0.088
104.746	-6.611	0.088
104.747	-6.611	0.087
104.748	-6.611	0.087
104.749	-6.611	0.087
104.750	-6.611	0.087
104.751	-6.612	0.087
104.752	-6.612	0.087
104.753	-6.612	0.086
104.754	-6.612	0.086
104.755	-6.612	0.086
104.756	-6.612	0.086
104.757	-6.612	0.086
104.758	-6.612	0.086
104.759	-6.613	0.086
104.760	-6.613	0.085
104.761	-6.613	0.085
104.762	-6.613	0.085
104.763	-6.613	0.085
104.764	-6.613	0.085
104.765	-6.613	0.085
104.766	-6.613	0.085
104.767	-6.614	0.084
104.768	-6.614	0.084
104.769	-6.614	0.084
104.770	-6.614	0.084
104.771	-6.614	0.084
104.772	-6.614	0.084
104.773	-6.614	0.084
104.774	-6.615	0.083
104.775	-6.615	0.083
104.776	-6.615	0.083
104.777	-6.615	0.083
104.778	-6.615	0.083
104.779	-6.615	0.083
104.780	-6.615	0.083
104.781	-6.615	0.082
104.782	-6.616	0.082
104.783	-6.616	0.082
104.784	-6.616	0.082
104.785	-6.616	0.082
104.786	-6.616	0.082
104.787	-6.616	0.082
104.788	-6.616	0.081
104.789	-6.616	0.081
104.790	-6.617	0.081
104.791	-6.617	0.081
104.792	-6.617	0.081
104.793	-6.617	0.081
104.794	-6.617	0.081
104.795	-6.617	0.081
104.796	-6.617	0.080
104.797	-6.617	0.080
104.798	-6.618	0.080
104.799	-6.618	0.080
104.800	-6.618	0.080
104.801	-6.618	0.080
104.802	-6.618	0.080
104.803	-6.618	0.079
104.804	-6.618	0.079
104.805	-6.618	0.079
104.806	-6.618	0.079
104.807	-6.619	0.079
104.808	-6.619	0.079
104.809	-6.619	0.079
104.810	-6.619	0.079
104.811	-6.619	0.078
104.812	-6.619	0.078
104.813	-6.619	0.078
104.814	-6.619	0.078
104.815	-6.620	0.078
104.816	-6.620	0.078
104.817	-6.620	0.078
104.818	-6.620	0.078
104.819	-6.620	0.078
104.820	-6.620	0.077
104.821	-6.620	0.077
104.822	-6.620	0.077
104.823	-6.621	0.077
104.824	-6.621	0.077
104.825	-6.621	0.077
104.826	-6.621	0.077
104.827	-6.621	0.077
104.828	-6.621	0.076
104.829	-6.621	0.076
104.830	-6.621	0.076
104.831	-6.621	0.076
104.832	-6.622	0.076
104.833	-6.622	0.076
104.834	-6.622	0.076
104.835	-6.622	0.076
104.836	-6.622	0.076
104.837	-6.622	0.075
104.838	-6.622	0.075
104.839	-6.622	0.075
104.840	-6.623	0.075
104.841	-6.623	0.075
104.842	-6.623	0.075
104.843	-6.623	0.075
104.844	-6.623	0.075
104.845	-6.623	0.075
104.846	-6.623	0.074
104.847	-6.623	0.074
104.848	-6.623	0.074
104.849	-6.624	0.074
104.850	-6.624	0.074
104.851	-6.624	0.074
104.852	-6.624	0.074
104.853	-6.624	0.074
104.854	-6.624	0.074
104.855	-6.624	0.074
104.856	-6.624	0.073
104.857	-6.625	0.073
104.858	-6.625	0.073
104.859	-6.625	0.073
104.860	-6.625	0.073
104.861	-6.625	0.073
104.862	-6.625	0.073
104.863	-6.625	0.073
104.864	-6.625	0.073
104.865	-6.625	0.073
104.866	-6.626	0.072
104.867	-6.626	0.072
104.868	-6.626	0.072
104.869	-6.626	0.072
104.870	-6.626	0.072
104.871	-6.626	0.072
104.872	-6.626	0.072
104.873	-6.626	0.072
104.874	-6.626	0.072
104.875	-6.627	0.072
104.876	-6.627	0.072
104.877	-6.627	0.071
104.878	-6.627	0.071
104.879	-6.627	0.071
104.880	-6.627	0.071
104.881	-6.627	0.071
104.882	-6.627	0.071
104.883	-6.627	0.071
104.884	-6.628	0.071
104.885	-6.628	0.071
104.886	-6.628	0.071
104.887	-6.628	0.071
104.888	-6.628	0.070
104.889	-6.628	0.070
104.890	-6.628	0.070
104.891	-6.628	0.070
104.892	-6.628	0.070
104.893	-6.629	0.070
104.894	-6.629	0.070
104.895	-6.629	0.070
104.896	-6.629	0.070
104.897	-6.629	0.070
104.898	-6.629	0.070
104.899	-6.629	0.070
104.900	-6.629	0.069
104.901	-6.629	0.069
104.902	-6.630	0.069
104.903	-6.630	0.069
104.904	-6.630	0.069
104.905	-6.630	0.069
104.906	-6.630	0.069
104.907	-6.630	0.069
104.908	-6.630	0.069
104.909	-6.630	0.069
104.910	-6.630	0.069
104.911	-6.630	0.069
104.912	-6.631	0.068
104.913	-6.631	0.068
104.914	-6.631	0.068
104.915	-6.631	0.068
104.916	-6.631	0.068
104.917	-6.631	0.068
104.918	-6.631	0.068
104.919	-6.631	0.068
104.920	-6.631	0.068
104.921	-6.632	0.068
104.922	-6.632	0.068
104.923	-6.632	0.068
104.924	-6.632	0.068
104.925	-6.632	0.068
104.926	-6.632	0.067
104.927	-6.632	0.067
104.928	-6.632	0.067
104.929	-6.632	0.067
104.930	-6.632	0.067
104.931	-6.633	0.067
104.932	-6.633	0.067
104.933	-6.633	0.067
104.934	-6.633	0.067
104.935	-6.633	0.067
104.936	-6.633	0.067
104.937	-6.633	0.067
104.938	-6.633	0.067
104.939	-6.633	0.067
104.940	-6.634	0.067
104.941	-6.634	0.066
104.942	-6.634	0.066
104.943	-6.634	0.066
104.944	-6.634	0.066
104.945	-6.634	0.066
104.946	-6.634	0.066
104.947	-6.634	0.066
104.948	-6.634	0.066
104.949	-6.634	0.066
104.950	-6.635	0.066
104.951	-6.635	0.066
104.952	-6.635	0.066
104.953	-6.635	0.066
104.954	-6.635	0.066
104.955	-6.635	0.066
104.956	-6.635	0.066
104.957	-6.635	0.065
104.958	-6.635	0.065
104.959	-6.635	0.065
104.960	-6.636	0.065
104.961	-6.636	0.065
104.962	-6.636	0.065
104.963	-6.636	0.065
104.964	-6.636	0.065
104.965	-6.636	0.065
104.966	-6.636	0.065
104.967	-6.636	0.065
104.968	-6.636	0.065
104.969	-6.636	0.065
104.970	-6.637	0.065
104.971	-6.637	0.065
104.972	-6.637	0.065
104.973	-6.637	0.065
104.974	-6.637	0.065
104.975	-6.637	0.065
104.976	-6.637	0.064
104.977	-6.637	0.064
104.978	-6.637	0.064
104.979	-6.637	0.064
104.980	-6.638	0.064
104.981	-6.638	0.064
104.982	-6.638	0.064
104.983	-6.638	0.064
104.984	-6.638	0.064
104.985	-6.638	0.064
104.986	-6.638	0.064
104.987	-6.638	0.064
104.988	-6.638	0.064
104.989	-6.638	0.064
104.990	-6.638	0.064
104.991	-6.639	0.064
104.992	-6.639	0.064
104.993	-6.639	0.064
104.994	-6.639	0.064
104.995	-6.639	0.064
104.996	-6.639	0.064
104.997	-6.639	0.063
104.998	-6.639	0.063
104.999	-6.639	0.063
105.000	-6.639	0.063
105.001	-6.640	0.063
105.002	-6.640	0.063
105.003	-6.640	0.063
105.004	-6.640	0.063
105.005	-6.640	0.063
105.006	-6.640	0.063
105.007	-6.640	0.063
105.008	-6.640	0.063
105.009	-6.640	0.063
105.010	-6.640	0.063
105.011	-6.640	0.063
105.012	-6.641	0.063
105.013	-6.641	0.063
105.014	-6.641	0.063
105.015	-6.641	0.063
105.016	-6.641	0.063
105.017	-6.641	0.063
105.018	-6.641	0.063
105.019	-6.641	0.063
105.020	-6.641	0.063
105.021	-6.641	0.063
105.022	-6.641	0.062
105.023	-6.642	0.062
105.024	-6.642	0.062
105.025	-6.642	0.062
105.026	-6.642	0.062
105.027	-6.642	0.062
105.028	-6.642	0.062
105.029	-6.642	0.062
105.030	-6.642	0.062
105.031	-6.642	0.062
105.032	-6.642	0.062
105.033	-6.642	0.062
105.034	-6.643	0.062
105.035	-6.643	0.062
105.036	-6.643	0.062
105.037	-6.643	0.062
105.038	-6.643	0.062
105.039	-6.643	0.062
105.040	-6.643	0.062
105.041	-6.643	0.062
105.042	-6.643	0.062
105.043	-6.643	0.062
105.044	-6.643	0.062
105.045	-6.644	0.062
105.046	-6.644	0.062
105.047	-6.644	0.062
105.048	-6.644	0.062
105.049	-6.644	0.062
105.050	-6.644	0.062
105.051	-6.644	0.062
105.052	-6.644	0.062
105.053	-6.644	0.061
105.054	-6.644	0.061
105.055	-6.644	0.061
105.056	-6.644	0.061
105.057	-6.645	0.061
105.058	-6.645	0.061
105.059	-6.645	0.061
105.060	-6.645	0.061
105.061	-6.645	0.061
105.062	-6.645	0.061
105.063	-6.645	0.061
105.064	-6.645	0.061
105.065	-6.645	0.061
105.066	-6.645	0.061
105.067	-6.645	0.061
105.068	-6.645	0.061
105.069	-6.646	0.061
105.070	-6.646	0.061
105.071	-6.646	0.061
105.072	-6.646	0.061
105.073	-6.646	0.061
105.074	-6.646	0.061
105.075	-6.646	0.061
105.076	-6.646	0.061
105.077	-6.646	0.061
105.078	-6.646	0.061
105.079	-6.646	0.061
105.080	-6.647	0.061
105.081	-6.647	0.061
105.082	-6.647	0.061
105.083	-6.647	0.061
105.084	-6.647	0.061
105.085	-6.647	0.061
105.086	-6.647	0.061
105.087	-6.647	0.061
105.088	-6.647	0.061
105.089	-6.647	0.061
105.090	-6.647	0.061
105.091	-6.647	0.061
105.092	-6.647	0.061
105.093	-6.648	0.061
105.094	-6.648	0.061
105.095	-6.648	0.061
105.096	-6.648	0.061
105.097	-6.648	0.061
105.098	-6.648	0.061
105.099	-6.648	0.060
105.100	-6.648	0.060
105.101	-6.648	0.060
105.102	-6.648	0.060
105.103	-6.648	0.060
105.104	-6.648	0.060
105.105	-6.649	0.060
105.106	-6.649	0.060
105.107	-6.649	0.060
105.108	-6.649	0.060
105.109	-6.649	0.060
105.110	-6.649	0.060
105.111	-6.649	0.060
105.112	-6.649	0.060
105.113	-6.649	0.060
105.114	-6.649	0.060
105.115	-6.649	0.060
105.116	-6.649	0.060
105.117	-6.649	0.060
105.118	-6.650	0.060
105.119	-6.650	0.060
105.120	-6.650	0.060
105.121	-6.650	0.060
105.122	-6.650	0.060
105.123	-6.650	0.060
105.124	-6.650	0.060
105.125	-6.650	0.060
105.126	-6.650	0.060
105.127	-6.650	0.060
105.128	-6.650	0.060
105.129	-6.650	0.060
105.130	-6.650	0.060
105.131	-6.651	0.060
105.132	-6.651	0.060
105.133	-6.651	0.060
105.134	-6.651	0.060
105.135	-6.651	0.060
105.136	-6.651	0.060
105.137	-6.651	0.060
105.138	-6.651	0.060
105.139	-6.651	0.060
105.140	-6.651	0.060
105.141	-6.651	0.060
105.142	-6.651	0.060
105.143	-6.651	0.060
105.144	-6.652	0.060
105.145	-6.652	0.060
105.146	-6.652	0.060
105.147	-6.652	0.060
105.148	-6.652	0.060
105.149	-6.652	0.060
105.150	-6.652	0.060
105.151	-6.652	0.060
105.152	-6.652	0.060
105.153	-6.652	0.060
105.154	-6.652	0.060
105.155	-6.652	0.060
105.156	-6.652	0.060
105.157	-6.653	0.060
105.158	-6.653	0.060
105.159	-6.653	0.060
105.160	-6.653	0.060
105.161	-6.653	0.060
105.162	-6.653	0.060
105.163	-6.653	0.060
105.164	-6.653	0.060
105.165	-6.653	0.060
105.166	-6.653	0.060
105.167	-6.653	0.060
105.168	-6.653	0.060
105.169	-6.653	0.060
105.170	-6.653	0.060
105.171	-6.654	0.060
105.172	-6.654	0.060
105.173	-6.654	0.060
105.174	-6.654	0.060
105.175	-6.654	0.060
105.176	-6.654	0.060
105.177	-6.654	0.060
105.178	-6.654	0.060
105.179	-6.654	0.060
105.180	-6.654	0.060
105.181	-6.654	0.060
105.182	-6.654	0.060
105.183	-6.654	0.060
105.184	-6.654	0.060
105.185	-6.655	0.060
105.186	-6.655	0.060
105.187	-6.655	0.060
105.188	-6.655	0.060
105.189	-6.655	0.060
105.190	-6.655	0.060
105.191	-6.655	0.060
105.192	-6.655	0.060
105.193	-6.655	0.060
105.194	-6.655	0.060
105.195	-6.655	0.060
105.196	-6.655	0.060
105.197	-6.655	0.060
105.198	-6.655	0.060
105.199	-6.655	0.060
105.200	-6.656	0.060
105.201	-6.656	0.060
105.202	-6.656	0.060
105.203	-6.656	0.060
105.204	-6.656	0.060
105.205	-6.656	0.060
105.206	-6.656	0.060
105.207	-6.656	0.060
105.208	-6.656	0.060
105.209	-6.656	0.060
105.210	-6.656	0.060
105.211	-6.656	0.060
105.212	-6.656	0.060
105.213	-6.656	0.060
105.214	-6.656	0.060
105.215	-6.657	0.060
105.216	-6.657	0.060
105.217	-6.657	0.060
105.218	-6.657	0.060
105.219	-6.657	0.060
105.220	-6.657	0.060
105.221	-6.657	0.060
105.222	-6.657	0.060
105.223	-6.657	0.060
105.224	-6.657	0.060
105.225	-6.657	0.060
105.226	-6.657	0.060
105.227	-6.657	0.060
105.228	-6.657	0.060
105.229	-6.657	0.060
105.230	-6.658	0.060
105.231	-6.658	0.060
105.232	-6.658	0.060
105.233	-6.658	0.060
105.234	-6.658	0.060
105.235	-6.658	0.060
105.236	-6.658	0.060
105.237	-6.658	0.060
105.238	-6.658	0.060
105.239	-6.658	0.060
105.240	-6.658	0.060
105.241	-6.658	0.060
105.242	-6.658	0.060
105.243	-6.658	0.060
105.244	-6.658	0.060
105.245	-6.658	0.060
105.246	-6.659	0.060
105.247	-6.659	0.060
105.248	-6.659	0.060
105.249	-6.659	0.060
105.250	-6.659	0.060
105.251	-6.659	0.060
105.252	-6.659	0.060
105.253	-6.659	0.060
105.254	-6.659	0.060
105.255	-6.659	0.060
105.256	-6.659	0.060
105.257	-6.659	0.060
105.258	-6.659	0.060
105.259	-6.659	0.060
105.260	-6.659	0.060
105.261	-6.659	0.060
105.262	-6.659	0.060
105.263	-6.660	0.060
105.264	-6.660	0.060
105.265	-6.660	0.060
105.266	-6.660	0.060
105.267	-6.660	0.060
105.268	-6.660	0.060
105.269	-6.660	0.060
105.270	-6.660	0.060
105.271	-6.660	0.060
105.272	-6.660	0.060
105.273	-6.660	0.060
105.274	-6.660	0.060
105.275	-6.660	0.060
105.276	-6.660	0.060
105.277	-6.660	0.060
105.278	-6.660	0.060
105.279	-6.660	0.060
105.280	-6.661	0.060
105.281	-6.661	0.060
105.282	-6.661	0.060
105.283	-6.661	0.060
105.284	-6.661	0.060
105.285	-6.661	0.060
105.286	-6.661	0.060
105.287	-6.661	0.060
105.288	-6.661	0.060
105.289	-6.661	0.060
105.290	-6.661	0.060
105.291	-6.661	0.060
105.292	-6.661	0.060
105.293	-6.661	0.060
105.294	-6.661	0.060
105.295	-6.661	0.060
105.296	-6.661	0.060
105.297	-6.662	0.060
105.298	-6.662	0.060
105.299	-6.662	0.060
105.300	-6.662	0.060
105.301	-6.662	0.060
105.302	-6.662	0.060
105.303	-6.662	0.060
105.304	-6.662	0.060
105.305	-6.662	0.060
105.306	-6.662	0.060
105.307	-6.662	0.060
105.308	-6.662	0.060
105.309	-6.662	0.060
105.310	-6.662	0.060
105.311	-6.662	0.060
105.312	-6.662	0.060
105.313	-6.662	0.060
105.314	-6.662	0.060
105.315	-6.662	0.060
105.316	-6.663	0.060
105.317	-6.663	0.060
105.318	-6.663	0.060
105.319	-6.663	0.060
105.320	-6.663	0.060
105.321	-6.663	0.060
105.322	-6.663	0.060
105.323	-6.663	0.060
105.324	-6.663	0.060
105.325	-6.663	0.060
105.326	-6.663	0.060
105.327	-6.663	0.060
105.328	-6.663	0.060
105.329	-6.663	0.060
105.330	-6.663	0.060
105.331	-6.663	0.060
105.332	-6.663	0.060
105.333	-6.663	0.060
105.334	-6.663	0.060
105.335	-6.664	0.060
105.336	-6.664	0.060
105.337	-6.664	0.060
105.338	-6.664	0.060
105.339	-6.664	0.060
105.340	-6.664	0.060
105.341	-6.664	0.060
105.342	-6.664	0.060
105.343	-6.664	0.060
105.344	-6.664	0.060
105.345	-6.664	0.060
105.346	-6.664	0.060
105.347	-6.664	0.060
105.348	-6.664	0.060
105.349	-6.664	0.060
105.350	-6.664	0.060
105.351	-6.664	0.060
105.352	-6.664	0.060
105.353	-6.664	0.060
105.354	-6.664	0.060
105.355	-6.665	0.060
105.356	-6.665	0.060
105.357	-6.665	0.060
105.358	-6.665	0.060
105.359	-6.665	0.060
105.360	-6.665	0.060
105.361	-6.665	0.060
105.362	-6.665	0.060
105.363	-6.665	0.060
105.364	-6.665	0.060
105.365	-6.665	0.060
105.366	-6.665	0.060
105.367	-6.665	0.060
105.368	-6.665	0.060
105.369	-6.665	0.060
105.370	-6.665	0.060
105.371	-6.665	0.060
105.372	-6.665	0.060
105.373	-6.665	0.060
105.374	-6.665	0.060
105.375	-6.665	0.060
105.376	-6.666	0.060
105.377	-6.666	0.060
105.378	-6.666	0.060
105.379	-6.666	0.060
105.380	-6.666	0.060
105.381	-6.666	0.060
105.382	-6.666	0.060
105.383	-6.666	0.060
105.384	-6.666	0.060
105.385	-6.666	0.060
105.386	-6.666	0.060
105.387	-6.666	0.060
105.388	-6.666	0.060
105.389	-6.666	0.060
105.390	-6.666	0.060
105.391	-6.666	0.060
105.392	-6.666	0.060
105.393	-6.666	0.060
105.394	-6.666	0.060
105.395	-6.666	0.060
105.396	-6.666	0.060
105.397	-6.666	0.060
105.398	-6.667	0.060
105.399	-6.667	0.060
105.400	-6.667	0.060
105.401	-6.667	0.060
105.402	-6.667	0.060
105.403	-6.667	0.060
105.404	-6.667	0.060
105.405	-6.667	0.060
105.406	-6.667	0.060
105.407	-6.667	0.060
105.408	-6.667	0.060
105.409	-6.667	0.060
105.410	-6.667	0.060
105.411	-6.667	0.060
105.412	-6.667	0.060
105.413	-6.667	0.060
105.414	-6.667	0.060
105.415	-6.667	0.060
105.416	-6.667	0.060
105.417	-6.667	0.060
105.418	-6.667	0.060
105.419	-6.667	0.060
105.420	-6.667	0.060
105.421	-6.667	0.060
105.422	-6.668	0.060
105.423	-6.668	0.060
105.424	-6.668	0.060
105.425	-6.668	0.060
105.426	-6.668	0.060
105.427	-6.668	0.060
105.428	-6.668	0.060
105.429	-6.668	0.060
105.430	-6.668	0.060
105.431	-6.668	0.060
105.432	-6.668	0.060
105.433	-6.668	0.061
105.434	-6.668	0.061
105.435	-6.668	0.061
105.436	-6.668	0.061
105.437	-6.668	0.061
105.438	-6.668	0.061
105.439	-6.668	0.061
105.440	-6.668	0.061
105.441	-6.668	0.061
105.442	-6.668	0.061
105.443	-6.668	0.061
105.444	-6.668	0.061
105.445	-6.668	0.061
105.446	-6.668	0.061
105.447	-6.669	0.061
105.448	-6.669	0.061
105.449	-6.669	0.061
105.450	-6.669	0.061
105.451	-6.669	0.061
105.452	-6.669	0.061
105.453	-6.669	0.061
105.454	-6.669	0.061
105.455	-6.669	0.061
105.456	-6.669	0.061
105.457	-6.669	0.061
105.458	-6.669	0.061
105.459	-6.669	0.061
105.460	-6.669	0.061
105.461	-6.669	0.061
105.462	-6.669	0.061
105.463	-6.669	0.061
105.464	-6.669	0.061
105.465	-6.669	0.061
105.466	-6.669	0.061
105.467	-6.669	0.061
105.468	-6.669	0.061
105.469	-6.669	0.061
105.470	-6.669	0.061
105.471	-6.669	0.061
105.472	-6.669	0.061
105.473	-6.669	0.061
105.474	-6.670	0.061
105.475	-6.670	0.061
105.476	-6.670	0.061
105.477	-6.670	0.061
105.478	-6.670	0.061
105.479	-6.670	0.061
105.480	-6.670	0.061
105.481	-6.670	0.061
105.482	-6.670	0.061
105.483	-6.670	0.061
105.484	-6.670	0.061
105.485	-6.670	0.061
105.486	-6.670	0.061
105.487	-6.670	0.061
105.488	-6.670	0.061
105.489	-6.670	0.061
105.490	-6.670	0.061
105.491	-6.670	0.061
105.492	-6.670	0.061
105.493	-6.670	0.061
105.494	-6.670	0.061
105.495	-6.670	0.061
105.496	-6.670	0.061
105.497	-6.670	0.061
105.498	-6.670	0.061
105.499	-6.670	0.061
105.500	-6.670	0.061
105.501	-6.670	0.061
105.502	-6.670	0.061
105.503	-6.670	0.061
105.504	-6.671	0.061
105.505	-6.671	0.061
105.506	-6.671	0.061
105.507	-6.671	0.061
105.508	-6.671	0.061
105.509	-6.671	0.061
105.510	-6.671	0.061
105.511	-6.671	0.061
105.512	-6.671	0.061
105.513	-6.671	0.061
105.514	-6.671	0.061
105.515	-6.671	0.061
105.516	-6.671	0.061
105.517	-6.671	0.061
105.518	-6.671	0.061
105.519	-6.671	0.061
105.520	-6.671	0.061
105.521	-6.671	0.061
105.522	-6.671	0.061
105.523	-6.671	0.061
105.524	-6.671	0.061
105.525	-6.671	0.061
105.526	-6.671	0.061
105.527	-6.671	0.061
105.528	-6.671	0.061
105.529	-6.671	0.061
105.530	-6.671	0.061
105.531	-6.671	0.061
105.532	-6.671	0.061
105.533	-6.671	0.061
105.534	-6.671	0.061
105.535	-6.671	0.061
105.536	-6.671	0.061
105.537	-6.672	0.061
105.538	-6.672	0.061
105.539	-6.672	0.061
105.540	-6.672	0.061
105.541	-6.672	0.061
105.542	-6.672	0.061
105.543	-6.672	0.061
105.544	-6.672	0.061
105.545	-6.672	0.061
105.546	-6.672	0.061
105.547	-6.672	0.061
105.548	-6.672	0.061
105.549	-6.672	0.061
105.550	-6.672	0.061
105.551	-6.672	0.061
105.552	-6.672	0.061
105.553	-6.672	0.061
105.554	-6.672	0.061
105.555	-6.672	0.061
105.556	-6.672	0.061
105.557	-6.672	0.061
105.558	-6.672	0.061
105.559	-6.672	0.061
105.560	-6.672	0.061
105.561	-6.672	0.061
105.562	-6.672	0.061
105.563	-6.672	0.061
105.564	-6.672	0.061
105.565	-6.672	0.061
105.566	-6.672	0.061
105.567	-6.672	0.061
105.568	-6.672	0.061
105.569	-6.672	0.061
105.570	-6.672	0.061
105.571	-6.672	0.061
105.572	-6.672	0.061
105.573	-6.672	0.061
105.574	-6.673	0.061
105.575	-6.673	0.061
105.576	-6.673	0.061
105.577	-6.673	0.061
105.578	-6.673	0.061
105.579	-6.673	0.061
105.580	-6.673	0.061
105.581	-6.673	0.061
105.582	-6.673	0.061
105.583	-6.673	0.061
105.584	-6.673	0.061
105.585	-6.673	0.061
105.586	-6.673	0.061
105.587	-6.673	0.061
105.588	-6.673	0.061
105.589	-6.673	0.061
105.590	-6.673	0.061
105.591	-6.673	0.061
105.592	-6.673	0.061
105.593	-6.673	0.061
105.594	-6.673	0.061
105.595	-6.673	0.061
105.596	-6.673	0.061
105.597	-6.673	0.061
105.598	-6.673	0.061
105.599	-6.673	0.061
105.600	-6.673	0.061
105.601	-6.673	0.061
105.602	-6.673	0.061
105.603	-6.673	0.061
105.604	-6.673	0.061
105.605	-6.673	0.061
105.606	-6.673	0.061
105.607	-6.673	0.061
105.608	-6.673	0.061
105.609	-6.673	0.061
105.610	-6.673	0.061
105.611	-6.673	0.061
105.612	-6.673	0.061
105.613	-6.673	0.061
105.614	-6.673	0.061
105.615	-6.673	0.061
105.616	-6.673	0.061
105.617	-6.673	0.061
105.618	-6.673	0.061
105.619	-6.674	0.061
105.620	-6.674	0.061
105.621	-6.674	0.061
105.622	-6.674	0.061
105.623	-6.674	0.061
105.624	-6.674	0.061
105.625	-6.674	0.061
105.626	-6.674	0.061
105.627	-6.674	0.061
105.628	-6.674	0.061
105.629	-6.674	0.061
105.630	-6.674	0.061
105.631	-6.674	0.061
105.632	-6.674	0.061
105.633	-6.674	0.061
105.634	-6.674	0.061
105.635	-6.674	0.061
105.636	-6.674	0.061
105.637	-6.674	0.061
105.638	-6.674	0.061
105.639	-6.674	0.061
105.640	-6.674	0.061
105.641	-6.674	0.061
105.642	-6.674	0.061
105.643	-6.674	0.061
105.644	-6.674	0.061
105.645	-6.674	0.061
105.646	-6.674	0.061
105.647	-6.674	0.061
105.648	-6.674	0.061
105.649	-6.674	0.061
105.650	-6.674	0.061
105.651	-6.674	0.061
105.652	-6.674	0.061
105.653	-6.674	0.061
105.654	-6.674	0.061
105.655	-6.674	0.061
105.656	-6.674	0.061
105.657	-6.674	0.061
105.658	-6.674	0.061
105.659	-6.674	0.061
105.660	-6.674	0.061
105.661	-6.674	0.061
105.662	-6.674	0.061
105.663	-6.674	0.061
105.664	-6.674	0.061
105.665	-6.674	0.061
105.666	-6.674	0.061
105.667	-6.674	0.061
105.668	-6.674	0.061
105.669	-6.674	0.061
105.670	-6.674	0.061
105.671	-6.674	0.061
105.672	-6.674	0.061
105.673	-6.674	0.061
105.674	-6.674	0.061
105.675	-6.674	0.061
105.676	-6.674	0.061
105.677	-6.675	0.061
105.678	-6.675	0.061
105.679	-6.675	0.061
105.680	-6.675	0.061
105.681	-6.675	0.061
105.682	-6.675	0.061
105.683	-6.675	0.061
105.684	-6.675	0.061
105.685	-6.675	0.061
105.686	-6.675	0.061
105.687	-6.675	0.061
105.688	-6.675	0.061
105.689	-6.675	0.061
105.690	-6.675	0.061
105.691	-6.675	0.061
105.692	-6.675	0.061
105.693	-6.675	0.061
105.694	-6.675	0.061
105.695	-6.675	0.061
105.696	-6.675	0.061
105.697	-6.675	0.061
105.698	-6.675	0.061
105.699	-6.675	0.061
105.700	-6.675	0.061
105.701	-6.675	0.061
105.702	-6.675	0.061
105.703	-6.675	0.061
105.704	-6.675	0.061
105.705	-6.675	0.061
105.706	-6.675	0.061
105.707	-6.675	0.061
105.708	-6.675	0.061
105.709	-6.675	0.061
105.710	-6.675	0.061
105.711	-6.675	0.061
105.712	-6.675	0.061
105.713	-6.675	0.061
105.714	-6.675	0.061
105.715	-6.675	0.061
105.716	-6.675	0.061
105.717	-6.675	0.061
105.718	-6.675	0.061
105.719	-6.675	0.061
105.720	-6.675	0.061
105.721	-6.675	0.061
105.722	-6.675	0.061
105.723	-6.675	0.061
105.724	-6.675	0.061
105.725	-6.675	0.061
105.726	-6.675	0.061
105.727	-6.675	0.061
105.728	-6.675	0.061
105.729	-6.675	0.061
105.730	-6.675	0.061
105.731	-6.675	0.061
105.732	-6.675	0.061
105.733	-6.675	0.061
105.734	-6.675	0.061
105.735	-6.675	0.061
105.736	-6.675	0.061
105.737	-6.675	0.061
105.738	-6.675	0.061
105.739	-6.675	0.061
105.740	-6.675	0.061
105.741	-6.675	0.061
105.742	-6.675	0.061
105.743	-6.675	0.061
105.744	-6.675	0.061
105.745	-6.675	0.061
105.746	-6.675	0.061
105.747	-6.675	0.061
105.748	-6.675	0.061
105.749	-6.675	0.061
105.750	-6.675	0.061
105.751	-6.675	0.061
105.752	-6.675	0.061
105.753	-6.675	0.061
105.754	-6.675	0.061
105.755	-6.675	0.061
105.756	-6.675	0.061
105.757	-6.675	0.061
105.758	-6.675	0.061
105.759	-6.675	0.061
105.760	-6.675	0.061
105.761	-6.675	0.061
105.762	-6.675	0.061
105.763	-6.675	0.061
105.764	-6.675	0.061
105.765	-6.675	0.061
105.766	-6.675	0.061
105.767	-6.675	0.061
105.768	-6.675	0.061
105.769	-6.675	0.061
105.770	-6.675	0.061
105.771	-6.675	0.061
105.772	-6.675	0.061
105.773	-6.675	0.061
105.774	-6.675	0.061
105.775	-6.675	0.061
105.776	-6.675	0.061
105.777	-6.675	0.061
105.778	-6.675	0.061
105.779	-6.675	0.061
105.780	-6.675	0.061
105.781	-6.675	0.061
105.782	-6.675	0.061
105.783	-6.675	0.061
105.784	-6.675	0.061
105.785	-6.676	0.061
105.786	-6.676	0.061
105.787	-6.676	0.061
105.788	-6.676	0.061
105.789	-6.676	0.061
105.790	-6.676	0.061
105.791	-6.676	0.061
105.792	-6.676	0.061
105.793	-6.676	0.061
105.794	-6.676	0.061
105.795	-6.676	0.061
105.796	-6.676	0.061
105.797	-6.676	0.061
105.798	-6.676	0.061
105.799	-6.676	0.061
105.800	-6.676	0.061
105.801	-6.676	0.061
105.802	-6.676	0.061
